SAMPLE,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,S,CL,H2O,CO2,FO,FE3FET,FEOTI,VBVOLP,DMI,DHOST,CR,SIO2err,TIO2err,AL2O3err,FEOTerr,MNOerr,MGOerr,CAOerr,NA2Oerr,K2Oerr,P2O5err,Serr,CLerr,H2Oerr,CO2err,FOerr,FE3FETerr,FEOTIerr,VBVOLPerr,DMIerr,DHOSTerr,CRerr
seg 15.1,50.202,0.656,18.239,8.99,0.083,5.464,10.369,2.231,0.294,0.102700263,806.5765288,583.8809262,3.886727796,49.17487699,81.95,0.24,,2.821769159,70,659,6.17,2.5101,0.0328,0.91195,0.4495,0.00415,0.2732,0.51845,0.11155,0.0147,0.005135013,40.32882644,29.19404631,0.19433639,2.45874385,2,0.012,,0.564353832,7,65.9,4.02
seg 16.1,50.541,0.6515,19.1715,7.9305,0.143,4.3395,10.491,2.6815,0.321,0.105618112,921.4803941,614.1410418,4.128718804,207.848666,82,0.24,,2.735968854,116,659,6.17,2.52705,0.032575,0.958575,0.396525,0.00715,0.216975,0.52455,0.134075,0.01605,0.005280906,46.07401971,30.70705209,0.20643594,10.3924333,2,0.012,,0.547193771,11.6,65.9,4.02
seg 2.1,51.2235,0.679,18.982,7.6775,0.086,3.909,10.713,2.605,0.3355,0.183748436,734.5827986,571.5885604,4.066339564,103.3699229,82.54,0.24,,2.233090485,99,659,6.17,2.561175,0.03395,0.9491,0.383875,0.0043,0.19545,0.53565,0.13025,0.016775,0.009187422,36.72913993,28.57942802,0.203316978,5.168496145,2,0.012,,0.446618097,9.9,65.9,4.02
seg 20,55.92066667,1.052,15.12733333,9.634,0.192333333,4.283333333,7.196666667,2.915666667,0.931,0.297341721,627.8419098,832.669123,2.5922113,49.3234549,74.93,0.24,7.055047673,1.068672375,107,659,6.17,2.796033334,0.0526,0.756366667,0.4817,0.009616667,0.214166667,0.359833333,0.145783333,0.04655,0.014867086,31.39209549,41.63345615,0.129610565,2.466172745,2,0.012,0.352752384,0.213734475,10.7,65.9,4.02
seg 22.1,49.92666667,0.630333333,18.46933333,8.321,0.19,6.091333333,10.348,1.821,0.334666667,0.120977704,979.6475843,655.4810548,4.189075884,224.0017516,82.55,0.24,,3.302316895,65,659,6.17,2.496333334,0.031516667,0.923466667,0.41605,0.0095,0.304566667,0.5174,0.09105,0.016733333,0.006048885,48.98237922,32.77405274,0.209453794,11.20008758,2,0.012,,0.660463379,6.5,65.9,4.02
seg 23.1,50.145,0.619,17.5315,8.462,0.1945,5.3065,10.2985,2.144,0.273,0.139932103,891.9979565,632.7795188,3.973711448,200.8448517,82.61,0.24,,2.249455947,105,659,6.17,2.50725,0.03095,0.876575,0.4231,0.009725,0.265325,0.514925,0.1072,0.01365,0.006996605,44.59989783,31.63897594,0.198685572,10.04224259,2,0.012,,0.449891189,10.5,65.9,4.02
seg 24.9,55.98233333,0.797666667,16.92333333,6.835,0.115666667,4.171333333,8.579666667,3.042333333,0.539,0.246760034,424.3790558,487.8315013,3.326246588,63.06019449,82.67,0.24,,0.232897779,64,659,6.17,2.799116667,0.039883333,0.846166667,0.34175,0.005783333,0.208566667,0.428983333,0.152116667,0.02695,0.012338002,21.21895279,24.39157507,0.166312329,3.153009725,2,0.012,,0.046579556,6.4,65.9,4.02
seg 5.2,51.233,0.697,19.50266667,7.062666667,0.069333333,3.683333333,10.48566667,2.924666667,0.385333333,0.107938235,891.8809627,585.3578159,3.91492374,197.5757367,83.07,0.24,,2.853568559,126,659,6.17,2.56165,0.03485,0.975133334,0.353133333,0.003466667,0.184166667,0.524283334,0.146233333,0.019266667,0.005396912,44.59404814,29.2678908,0.195746187,9.878786835,2,0.012,,0.570713712,12.6,65.9,4.02
seg 6.1,49.84966667,0.656666667,18.13466667,8.67,0.201,5.558333333,10.60133333,2.318666667,0.287666667,0.105962296,853.9111567,579.7856207,3.897106752,114.0186079,81,0.24,,1.109852572,163,659,6.17,2.492483334,0.032833333,0.906733334,0.4335,0.0205,0.277916667,0.530066667,0.115933333,0.014383333,0.005298115,42.69555784,28.98928104,0.194855338,5.700930395,2,0.012,,0.221970514,16.3,65.9,4.02
seg 7.5,51.0375,0.757,18.2875,8.11,0.1245,4.7225,9.877,2.503,0.4705,0.171210559,864.5203672,638.7451213,3.790842244,184.1225182,82.93,0.24,,3.721792297,99,659,6.17,2.551875,0.03785,0.914375,0.4055,0.006225,0.236125,0.49385,0.12515,0.023525,0.008560528,43.22601836,31.93725607,0.189542112,9.20612591,2,0.012,,0.744358459,9.9,65.9,4.02
seg 8.3,49.374,0.644,19.1785,7.996,0.11,4.639,10.8655,2.5145,0.307,0.098209817,945.0652806,582.0622236,4.115755,186.5625244,82.98,0.24,,2.602604441,137,659,6.17,2.4687,0.0322,0.958925,0.3998,0.0055,0.23195,0.543275,0.125725,0.01535,0.004910491,47.25326403,29.10311118,0.20578775,9.32812622,2,0.012,,0.520520888,13.7,65.9,4.02
seg 9.1,50.176,0.7075,18.8615,8.63,0.13,4.924,11.149,2.3765,0.3315,0.11997917,736.1515791,585.2481778,2.989855876,60.52735217,82.66,0.24,,4.04362485,85,659,6.17,2.5088,0.035375,0.943075,0.4315,0.0065,0.2462,0.55745,0.118825,0.016575,0.005998959,36.80757896,29.26240889,0.149492794,3.026367609,2,0.012,,0.80872497,8.5,65.9,4.02
Seg1-MI1,50.5491032,0.803072428,17.57013494,8.49008151,0.142157419,6.655462536,9.705321299,2.295663014,0.347074268,0.058802018,837.0394928,552.1767258,3.76,76,82.22502435,0.24,,,130,1074.5,6.17,2.52745516,0.040153621,0.878506747,0.424504076,0.007107871,0.332773127,0.485266065,0.114783151,0.017353713,0.002940101,41.85197464,27.60883629,0.188,3.8,2,0.012,,,13,107.45,4.02
Seg1-MI2,49.6182122,0.719631474,18.27003619,9.369542967,0.175961333,6.307509095,10.7003904,2.060645533,0.271343325,0.027643837,769.4249144,579.001193,3.45,82,82.16504737,0.24,,,52,1074.5,6.17,2.48091061,0.035981574,0.91350181,0.468477148,0.008798067,0.315375455,0.53501952,0.103032277,0.013567166,0.001382192,38.47124572,28.95005965,0.1725,4.1,2,0.012,,,5.2,107.45,4.02
Seg4_MI1,54.99092814,1.002374792,14.86375426,7.827048225,0.14819208,5.457611693,7.449241992,2.312953869,0.622255837,0.102195695,893.7960732,556.0702346,3.27,14,81.20354546,0.24,,,132.062,1042,6.17,2.749546407,0.05011874,0.743187713,0.391352411,0.00740955,0.272880585,0.3724621,0.115647693,0.031112792,0.005109785,44.68980366,27.80351173,0.1635,0.7,2,0.012,,,13.2062,104.2,4.02
Seg5_MI1,49.13078843,0.674454365,17.36374561,8.638653792,0.17034317,6.459028668,10.21776752,,0.074895925,0.286639389,796.6492056,401.135893,3.46,218,82.71545706,0.24,,,155.072,1054.5,6.17,2.456539422,0.033722718,0.868187281,0.43193269,0.008517159,0.322951433,0.510888376,0,0.003744796,0.014331969,39.83246028,20.05679465,0.173,10.9,2,0.012,,,15.5072,105.45,4.02
Seg6_MI1,49.6274164,0.638638369,18.07069237,8.587980828,0.186132263,6.486798022,9.976787135,1.414249222,0.232658425,0.047315481,858.27852,408.6681068,3.87,215,82.88637492,0.24,,,165.646,946,6.17,2.48137082,0.031931918,0.903534619,0.429399041,0.009306613,0.324339901,0.498839357,0.070712461,0.011632921,0.002365774,42.913926,20.43340534,0.1935,10.75,2,0.012,,,16.5646,94.6,4.02
Seg6_MI2,53.30170712,0.640082832,19.46357682,9.373593375,0.19452271,5.17364309,9.94312002,1.953491536,0.215687961,0.014548333,885.826315,618.94044,3.43,124,82.42687725,0.24,,,19.2,946,6.17,2.665085356,0.032004142,0.973178841,0.468679669,0.009726136,0.258682155,0.4971555,0.097674577,0.010784398,0.000727417,44.29131575,30.947022,0.1715,6.2,2,0.012,,,1.92,94.6,4.02
Seg6_MI3,48.85316608,0.679493458,17.87986625,8.883453174,0.161713389,6.211667398,10.27274452,2.121344545,0.281055644,0.046307685,968.800071,600.878545,3.55,197,82.80478511,0.24,,,34.396,946,6.17,2.442658304,0.033974673,0.893993313,0.444172659,0.008085669,0.31058337,0.513637226,0.106067227,0.014052782,0.002315384,48.44000355,30.04392725,0.1775,9.85,2,0.012,,,3.4396,94.6,4.02
Seg7,49.23085731,0.646547502,17.80267573,8.592641202,0.147573171,6.897207183,9.898251365,1.694583078,0.267804942,0.04211282,,,3.5,150,82.98855281,0.24,,,148,934,6.17,2.461542866,0.032327375,0.890133787,0.42963206,0.007378659,0.344860359,0.494912568,0.084729154,0.013390247,0.002105641,0,0,0.175,7.5,2,0.012,,,14.8,93.4,4.02
Seg13,48.9190871,0.632426995,17.21339923,8.256411758,0.111745248,6.738765566,9.933904853,1.731574451,0.327723852,0.058899705,831.4006988,586.3983158,3.57,146,82.18425919,0.24,,,210.04,1296.5,6.17,2.445954355,0.03162135,0.860669962,0.412820588,0.005587262,0.336938278,0.496695243,0.086578723,0.016386193,0.002944985,41.57003494,29.31991579,0.1785,7.3,2,0.012,,,21.004,129.65,4.02
Seg15_MI1,48.50559816,0.648333467,17.4215663,8.702432917,0.164991468,6.985458252,9.90335432,1.986935872,0.270194317,0.047405657,948.5013342,488.0539104,3.46,183,82.7045563,0.24,,,121.23,707.5,6.17,2.425279908,0.032416673,0.871078315,0.435121646,0.008249573,0.349272913,0.495167716,0.099346794,0.013509716,0.002370283,47.42506671,24.40269552,0.173,9.15,2,0.012,,,12.123,70.75,4.02
Seg15_MI2,50.25111172,0.664758388,17.39091418,8.461886282,0.143054998,6.77661034,9.767760691,2.104591462,0.299848576,0.059175245,894.5397808,491.9617416,3.69,206,82.77829537,0.24,,,74.376,707.5,6.17,2.512555586,0.033237919,0.869545709,0.423094314,0.00715275,0.338830517,0.488388035,0.105229573,0.014992429,0.002958762,44.72698904,24.59808708,0.1845,10.3,2,0.012,,,7.4376,70.75,4.02
Seg15_MI3,50.07992176,0.655920337,17.38082635,8.600348007,0.141377235,6.938164007,9.864570737,2.120651381,0.288923634,0.046756058,811.062198,560.77064,3.46,117,82.55019695,0.24,,,62.6,707.5,6.17,2.503996088,0.032796017,0.869041318,0.4300174,0.007068862,0.3469082,0.493228537,0.106032569,0.014446182,0.002337803,40.5531099,28.038532,0.173,5.85,2,0.012,,,6.26,70.75,4.02
SEG0705ol1mi1 ,49.93257013,0.922567544,18.14205208,7.873252279,0.169666202,4.838304086,11.5571991,2.282628069,0.434499674,0.215613681,1162.367398,559.7797464,2.742166808,150.4366778,85.35710728,0.24,,,56.5,800,6.17,2.496628506,0.046128377,0.907102604,0.393662614,0.00848331,0.241915204,0.577859955,0.114131403,0.021724984,0.010780684,58.11836992,27.98898732,0.13710834,7.521833889,4.267855364,0.012,,,4.5,80,4.02
SEG0705ol2mi1 ,52.96738747,0.986463271,16.94672027,9.429892026,0.175734932,4.186773882,10.15802246,2.799703849,0.596518543,0.176432024,627.7181248,539.117964,1.576442728,65.28001312,79.2761527,0.24,7.464790346,,45,800,6.17,2.648369373,0.049323164,0.847336014,0.471494601,0.008786747,0.209338694,0.507901123,0.139985192,0.029825927,0.008821601,31.38590624,26.9558982,0.078822136,3.264000656,3.963807635,0.012,0.373239517,,6.75,80,4.02
SEG0705ol3mi1,47.94574727,0.883028935,15.94418392,13.315059,0.263796081,5.969734623,10.04608832,2.309452386,0.35451415,0.126252007,1595.182992,700.1669997,3.143795304,187.9225474,74.57559616,0.24,7.021635507,1.394628099,67.5,800,6.17,2.397287363,0.044151447,0.797209196,0.66575295,0.013189804,0.298486731,0.502304416,0.115472619,0.017725708,0.0063126,79.7591496,35.00834999,0.157189765,9.39612737,3.728779808,0.012,0.351081775,0.27892562,10,80,4.02
SEG0706ol1mi1 ,50.28190162,0.676327093,17.79502027,8.941029957,0.195361464,5.621500103,10.71769311,2.18840597,0.259230191,0.067823219,820.269632,492.3798327,3.329986264,257.3714174,81.71405806,0.24,,0.892857143,20,800,6.17,2.514095081,0.033816355,0.889751013,0.447051498,0.009768073,0.281075005,0.535884656,0.109420298,0.01296151,0.003391161,41.0134816,24.61899164,0.166499313,12.86857087,4.085702903,0.012,,0.178571429,15.75,80,4.02
SEG0706ol2mi1 ,49.08107462,0.506327757,17.79502027,8.542221426,0.15275123,7.62799424,10.04608832,2.346251575,0.259712031,0.021767587,775.3465824,387.3423267,2.950437408,198.3527091,83.46134663,0.24,,0.019636364,157.5,800,6.17,2.454053731,0.025316388,0.889751013,0.427111071,0.007637562,0.381399712,0.502304416,0.117312579,0.012985602,0.001088379,38.76732912,19.36711634,0.14752187,9.917635455,4.173067332,0.012,,0.003927273,23,80,4.02
SEG0706ol3mi1 ,50.5002338,0.690340777,18.43124526,8.053359357,0.171086543,5.654665295,10.43785778,2.42780289,0.286333719,0.089819939,745.8416715,437.6444121,3.439111656,134.5226216,83.48094338,0.24,,1.679683196,230,800,6.17,2.52501169,0.034517039,0.921562263,0.402667968,0.008554327,0.282733265,0.521892889,0.121390145,0.014316686,0.004490997,37.29208357,21.88222061,0.171955583,6.726131079,4.174047169,0.012,,0.335936639,7.75,80,4.02
SEG0706ol4mi1 ,50.30373484,0.740723308,18.04565435,8.5808158,0.197169171,5.538587122,10.38189072,2.246637653,0.279106112,0.092798662,633.6617248,476.0090307,3.014630188,24.7225146,82.97882989,0.24,,1.777777778,77.5,800,6.17,2.515186742,0.037036165,0.902282718,0.42904079,0.009858459,0.276929356,0.519094536,0.112331883,0.013955306,0.004639933,31.68308624,23.80045154,0.150731509,1.23612573,4.148941494,0.012,,0.355555556,6,80,4.02
SEG0706ol4mi2 ,50.71856599,0.851831805,18.37340662,8.336384766,0.185806442,4.606645217,10.28394835,2.612742403,0.345238721,0.142291281,601.0749472,455.5201077,3.04017504,559.2622871,83.52796255,0.24,,,60,800,6.17,2.535928299,0.04259159,0.918670331,0.416819238,0.009290322,0.230332261,0.514197418,0.13063712,0.017261936,0.007114564,30.05374736,22.77600539,0.152008752,27.96311436,4.176398128,0.012,,,4.15,80,4.02
SEG0706ol5mi1 ,51.61372793,0.784432657,18.99035207,8.117683313,0.156237522,3.750485777,10.88559431,2.717208965,0.362705439,0.074238929,521.795248,388.6641927,2.653372112,28.22254518,83.17817173,0.24,,1.700680272,41.5,800,6.17,2.580686397,0.039221633,0.949517604,0.405884166,0.007811876,0.187524289,0.544279716,0.135860448,0.018135272,0.003711946,26.0897624,19.43320964,0.132668606,1.411127259,4.158908587,0.012,,0.340136054,7,80,4.02
SEG0706ol6mi1 ,52.50888988,0.788269737,18.48908389,7.860387487,0.167729373,3.375884929,10.00411302,2.823832255,0.529663173,0.120523694,837.043792,500.3720379,3.078944336,373.9781552,80.86029009,0.24,,2.524654832,70,800,6.17,2.625444494,0.039413487,0.924454195,0.393019374,0.008386469,0.168794246,0.500205651,0.141191613,0.026483159,0.006026185,41.8521896,25.0186019,0.153947217,18.69890776,4.043014504,0.012,,0.504930966,6.25,80,4.02
SEG0706ol7mi1,53.62238401,0.670654887,18.16133163,6.754015435,0.153138596,4.383443473,10.04608832,3.038426792,0.324760499,0.099443504,925.9177824,380.3313528,3.008563344,167.5034569,80.35062089,0.24,,4.266666667,62.5,800,6.17,2.681119201,0.033532744,0.908066581,0.337700772,0.00765693,0.219172174,0.502304416,0.15192134,0.016238025,0.004972175,46.29588912,19.01656764,0.150428167,8.375172845,4.017531045,0.012,,0.853333333,0,0,4.02
