Sample,SIO2,TIO2,AL2O3,FE2O3,FEO,MNO,MGO,CAO,NA2O,K2O,P2O5,S,CL,H2O,CO2,SUM,CO2obsvol,CO2riker,CO2vbg,FO,TcCO2,TcMGO,Teqolv,Ti,OLV ADD,KD,Pglass,Dglass,Pobsvol,Dobsvol,VBvol riker,Priker,Driker,VBvol vbg,Pvbg,Dvbg,Tg,aMgO,Rmi,CR,Initial density,,Error Messages,,SIO2 1sig,TIO2 1sig,AL2O3 1sig,FE2O3 1sig,FEO 1sig,MNO 1sig,MGO 1sig,CAO 1sig,NA2O 1sig,K2O 1sig,P2O5 1sig,S 1sig,CL 1sig,H2O 1sig,CO2 1sig,CO2obsvol 1sig,CO2riker 1sig,CO2vbg 1sig,FO 1sig,TcCO2 1sig,TcMGO 1sig,Teqolv 1sig,Ti 1sig,OLV ADD 1sig,KD 1sig,Pglass 1sig,Dglass 1sig,Pobsvol 1sig,Dobsvol 1sig,VBvol riker 1sig,Priker 1sig,Driker 1sig,VBvol vbg 1sig,Pvbg 1sig,Dvbg 1sig,Tg 1sig,aMgO 1sig,Rmi 1sig,CR 1sig,Initial density 1sig,,SIO2norm100,TIO2norm100,AL2O3norm100,FE2O3norm100,FEOnorm100,MNOnorm100,MGOnorm100,CAOnorm100,NA2Onorm100,K2Onorm100,P2O5norm100,Snorm100,CLnorm100,H2Onorm100,CO2norm100,,SIO2normANHYD,TIO2normANHYD,AL2O3normANHYD,FE2O3normANHYD,FEOnormANHYD,MNOnormANHYD,MGOnormANHYD,CAOnormANHYD,NA2OnormANHYD,K2OnormANHYD,P2O5normANHYD,,SIO2normANHYD-FEOT,TIO2normANHYD-FEOT,AL2O3normANHYD-FEOT,FEOTnormANHYD-FEOT,MNOnormANHYD-FEOT,MGOnormANHYD-FEOT,CAOnormANHYD-FEOT,NA2OnormANHYD-FEOT,K2OnormANHYD-FEOT,P2O5normANHYD-FEOT
M-132-7,54.87021759822865,0.9870667507940575,16.543284510021262,1.910133388936139,6.632685538835043,0.16428891402340726,3.5028261302554204,5.9879010067870615,4.200060866953772,1.1925008763966167,0.30160281692764584,1186.9317043978563,1321.6471936509533,3.667190158177076,302.22049904235774,100.24083849604527,0,302.22049904235774,971.3710963781082,72.75755867,793.2427392810922,1002.5647599776765,1053.9673398622954,1048.8922123028321,-0.9900000000000007,0.35268683069322926,201.71875,7.931982995748937,0,0,0,201.71875,7.931982995748937,0.9631623092276189,339.453125,12.813203300825206,453.26047190859117,86.01187951591234,55.5,1.53,2428.4076478534394,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.735226006,0.048864543,0.818972003,,,0.00813309,0.192008747,0.296429846,0.207923176,0.059034518,0.014930787,58.7588175,65.42788095,0.181543518,14.96136558,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,54.73838649144321,0.9846952256220397,16.503537638179207,1.905544105171764,6.616749857989983,0.16389419371216535,3.4944102451752883,5.973514484341926,4.189969806686597,1.1896357754865186,0.3008781864285231,1184.079983972484,1318.471805982644,3.658379372317157,301.4943845010644,,56.982816546492344,1.0250705399326832,17.18022977808279,1.9836768514034744,6.888055484624343,0.17061432336511248,3.6376910373515257,6.218445625032823,4.361770525828106,1.238414237187815,0.313215050698982,,57.09625031567181,1.02711111325051,17.214429881503566,8.69032637004708,0.1709539595387565,3.6449324660924254,6.230824474806061,4.3704533551620495,1.2408795066013603,0.31383855732637966
M-132-10,52.98990281085527,1.1733223416306136,17.35637884941766,2.140517823373891,7.747313844818326,0.15190729843394649,3.614217984130575,7.466926094965575,3.8367522319420484,0.8386999828706906,0.2778531473746494,1733.205893036761,1065.0106343170169,3.935917567818689,401.73995195192947,101.84970562556248,0,437.6815327706817,1845.7537911083643,72.3841449,669.0622325038682,907.845647521883,1027.2714251047364,1043.3203121729393,0.17,0.31719013731403095,250.5078125,9.672418104526132,0,0,0.044308873384667685,257.03125,9.902475618904726,2.1776056209326575,503.28125,18.414603650912728,460.06245789238164,70.29629080954574,23.0,1.53,2484.385378289006,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.650703046,0.058764347,0.869272007,,,0.007608083,0.177883406,0.373971431,0.192158822,0.042005215,0.013915919,86.8053975,53.3396937,0.197125391,20.120631,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,52.02754635901053,1.1520134834205455,17.04116741704309,2.1016436034122994,7.606613879965782,0.14914849041627515,3.5485797056869157,7.331318288161559,3.7670724803539257,0.823468244428771,0.2728070205682687,1701.7289175176143,1045.6688389776925,3.8644368617898515,394.4439009267984,,54.296386586086854,1.2022509963580779,17.784306174449313,2.193293006163226,7.938326458598939,0.15565262367924126,3.703327737233377,7.651025655003404,3.931348641346841,0.8593784114350677,0.28470370964568725,,54.415919215673064,1.204897732762709,17.823458041010966,9.933775657513593,0.15599529044917215,3.7114805542159437,7.667869266025735,3.940003442715166,0.8612703193093714,0.28533048032430214
M-129-5,51.53195904178149,1.235339333384922,17.923172177871248,1.9938370296054122,7.8641356695131845,0.14323905364949677,3.8231655889600744,7.673296091558094,3.292706718066053,0.8448899236491199,0.24382016436887724,1671.4175022229715,1107.8289242225017,3.7910435314207755,210.09673513589237,100.6595386399869,0,480.76977125060705,914.5635420417486,72.981218,765.4937222948053,1000.0960166285325,1000.0960166285323,1042.0356168891203,2.6999999999999864,0.3206577723093872,209.6875,8.212053013253314,0,0,0.568409262938828,254.1796875,9.802450612653164,1.5344626701396167,338.59375,12.783195798949738,483.7413592099721,25.49999999999995,25.5,6.078611747889936,2470.692543414801,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.594883613,0.063428683,0.920267952,,,0.007354631,0.147635494,0.393986534,0.169064518,0.043380999,0.012518983,85.81918125,56.88164155,0.194651696,10.78744824,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,51.1943127676034,1.22724517723369,17.80573646574542,1.9807730658655756,7.812608497680084,0.14230052669106433,3.798115549320952,7.623019333519858,3.2711323363427662,0.8393540593017264,0.2422226126437062,1660.4660867768,1100.5702382411057,3.7662039610370193,208.7201451293277,,53.36252812887679,1.2792222758892786,18.55985678178658,2.064664075558436,8.143493255000326,0.14832733262338477,3.9589758486927282,7.945874485287444,3.409673494471268,0.8749029370293485,0.25248138478439225,,53.47310100893316,1.2818729616089606,18.598314795110824,10.022099004657303,0.14863468276091266,3.9671792711506435,7.962339189213815,3.416738703552536,0.8767158297259515,0.2530045532858697
M-129-6,54.956304890291875,1.2596893151568955,16.039723908039306,1.831267178704141,6.537622008887676,0.21465155404714964,3.509348431861905,6.626451155242931,3.5809223325548323,1.065749612654461,0.28766472806030297,880.2803896892505,1239.824197972462,3.580837116118081,59.2296203018955,99.70816565241593,0,59.2296203018955,223.0032588532208,73.08340269,835.3317840834935,1035.935630593985,1035.935630593986,1035.3934092087823,-0.22000000000000006,0.35253099366720064,144.4921875,5.801450362590647,0,0,0,144.4921875,5.801450362590647,0.9907372259403978,183.2421875,7.271817954488622,485.86446602416845,33.0000000000003,33.0,7.847271425188934,2412.1913855648318,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.745933172,0.06284519,0.800212786,,,0.010708845,0.179200306,0.330589913,0.178650197,0.053169648,0.014351431,43.9166925,61.85413045,0.178645946,2.954932374,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,55.11715568198329,1.2633762810843299,16.086670337466654,1.836627087382155,6.556756877543931,0.21527981448924452,3.5196198916100245,6.645846016606937,3.5914032808887266,1.0688689393501423,0.2885066896758549,882.8568692737967,1243.4530209837642,3.591317815033254,59.40297859692936,,57.30023093577981,1.3134159731065767,16.72382970273458,1.9093720448333427,6.816456303383592,0.22380659766298147,3.6590246738973558,6.909074076906487,3.73365125308361,1.11120460239688,0.299933836214768,,57.410015700476166,1.315932421316315,16.755871837273173,8.550950982209867,0.2242354014262588,3.6660352069489974,6.922311564075657,3.74080476743397,1.1133336223643628,0.3005084964752165
M-129-8,53.46610012198137,1.1358383434631492,19.528605615995584,1.6422537614853265,5.518951123489244,0.17845631735779988,2.893150116827716,7.318580897556992,3.967228263310738,1.024981656880128,0.23752641420849935,1483.7850621045852,1164.3422629014985,3.4990725024123313,234.3406043860347,100.6989919279081,0,234.3406043860347,696.8428051707151,73.12289779,789.9514145885195,1020.8592475765757,1020.8592475765761,1007.1316176844373,-1.7000000000000013,0.34352571167642404,176.4453125,7.031757939484871,0,0,0,176.4453125,7.031757939484871,0.778817600605137,281.640625,10.78269567391848,494.5388655610293,20.000000000000036,20.0,9.667432651473389,2434.9611164133926,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.66072959,0.055830404,0.959898868,,,0.008771749,0.175247618,0.359733698,0.195003063,0.050381412,0.011675249,72.933195,57.2314707,0.17199158,11.51865552,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,53.09497056361651,1.127954035802377,19.393049763573007,1.6308542221167819,5.48064187915639,0.17721758077336008,2.873067606177195,7.267779704087279,3.9396901471972385,1.0178668497634293,0.23587764848584386,1473.485517279904,1156.260098149809,3.474784042443413,232.71395264195158,,55.16992811041416,1.1720346090503602,20.150932375338172,1.694588192396575,5.694825993164423,0.18414326418079918,2.9853474181558903,7.55180536951994,4.0936536905648095,1.0576452031391264,0.24509577407572736,,55.263720617837116,1.1740271449940234,20.185190286108163,7.231970096816478,0.18445631984471084,2.990422705173069,7.5646439354821755,4.100613171160667,1.0594432695670497,0.2455124530165323
M-129-15,54.040903908156196,1.2074266668291533,15.65926017353011,1.7300070372994005,7.731454079090742,0.09766509638545913,4.206620731516776,6.619795968062956,4.073901474389452,0.9181475252380945,0.2474467954307428,883.1083686651123,1214.2229791882544,3.6160570736493067,58.05741547915307,100.36422540591165,0,231.98053355125526,357.4683668376574,73.10763923,772.9962405542261,992.5189101644261,992.5189101644445,1066.868583310202,5.779999999999921,0.3566220307543204,168.75,6.731682920730183,0,0,1.1667099264955534,184.609375,7.3218304576144035,2.009537067840213,211.953125,8.292073018254564,475.4727780511256,22.49999999999999,22.5,8.515870715404919,2430.204200440873,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.749492816,0.063855616,0.828151082,,,0.005165088,0.121534721,0.350092605,0.215451169,0.048556883,0.013086399,46.7038125,64.21504355,0.191237743,3.0704076,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,53.844787512277335,1.20304487176168,15.602432151693511,1.723728779156701,7.703396352457022,0.09731066621643697,4.191354752655718,6.595772488942098,4.059117138515266,0.9148155346436956,0.24654880205568516,879.9035364378904,1209.8165200572894,3.6029342716735733,57.84672301743622,,55.982007547849896,1.250796413227706,16.22172757728429,1.792147429371761,8.009161381665722,0.101173144185456,4.357718996391021,6.857573449902916,4.220232575607346,0.9511266091195253,0.25633487539434724,,56.08266971193956,1.2530454907314643,16.25089613115951,9.639121068031372,0.10135506527202581,4.365554682245916,6.869904164968485,4.227821044878643,0.9528368454434978,0.2567957953295031
M-136-2-A,49.9161945143156,1.1966481481990092,17.5654989248416,2.033827614059672,7.706232928799783,0.19949973167526514,3.852506168302922,7.908651559851336,3.1738476100015576,0.7770998177429785,0.2465870973346264,1685.0807277266895,1188.524967630236,4.187456930904953,327.2499436611315,99.08413660993111,0,543.3410621044314,1259.0730273110007,73.41485276,781.2226189109202,1013.1872094022864,1013.1872094022865,1042.4321630599193,1.5600000000000012,0.3224993957952374,262.5,10.102525631407852,0,0,0.33256480403457384,297.1484375,11.332833208302075,1.5477320124953733,427.5,15.82395598899725,483.80238078728416,23.499999999999158,23.5,12.123518475105232,2468.933345842074,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.505594812,0.060777474,0.892147493,,,0.010132544,0.166894157,0.401678523,0.161198962,0.039468714,0.0125241,85.5848475,60.3648991,0.212679937,16.62094644,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,50.377584366327866,1.2077091138311138,17.72786192202741,2.0526268721161,7.777463873089242,0.20134376551177363,3.8881159993039582,7.981753518210159,3.2031844032674814,0.7842827765681823,0.24886637333822337,1700.656417243076,1199.5108483501801,4.226162808876157,330.2748097300689,,52.7785917661135,1.2652688113745951,18.572775948624045,2.1504555467328146,8.148139612026302,0.21093985625282932,4.073424513060195,8.362165749196304,3.355848917691156,0.8216618762957838,0.26072740263247973,,52.892508752133516,1.267999759751082,18.612863313354584,10.104984201373991,0.211395147533853,4.0822165673340995,8.380214596027415,3.3630921612383884,0.8234353462074093,0.2612901550456616
M-136-5,57.33163296710113,1.0323161738291258,16.00084802090886,1.6771135642922697,6.0123293173216,0.1585300622706305,3.2173368661090644,5.762800726028902,4.2476124403774564,1.2312836122505249,0.33186541394334046,582.130178869825,1438.709804353322,3.4365313290011734,74.2178134981805,100.64970627310618,0,74.2178134981805,257.0067761614252,73.37938914,832.1748361807798,1031.332635330682,1031.3326353306823,1032.4487125835424,-0.09999999999999999,0.34618430512217246,138.671875,5.571392848212053,0,0,0,138.671875,5.571392848212053,0.8518564142303594,181.0546875,7.191797949487372,463.39315250493223,55.99999999999995,56.0,2.324570164886766,2394.7403052618015,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.865635725,0.051564419,0.799245865,,,0.007918611,0.162587129,0.287853159,0.212169172,0.061502886,0.01657675,29.07753,71.86387,0.171655493,3.707196048,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,56.96155020217905,1.0256524455501197,15.89756057259784,1.6662875892966198,5.9735189897201995,0.1575067311577342,3.19656855965286,5.725601136273495,4.220193577964199,1.2233355246060231,0.3297231817476407,578.3724567364898,1429.42275504459,3.414348095240713,73.73872835435354,,59.10254061618754,1.064203223157699,16.495095658480196,1.7289176571757925,6.198043196829988,0.163426872030895,3.3167166704336632,5.940806956755689,4.378816262276887,1.2693165349893634,0.3421163516823149,,59.205057871340955,1.06604915384403,16.52370748993059,7.767254094389855,0.16371034672021026,3.3224697342720275,5.951111678282941,4.386411607914309,1.2715182482445175,0.34270977506059797
M-136-8,52.448682211237916,1.1895801392732064,17.76608823152085,1.743046077296393,6.731901659703058,0.13464211045022623,3.144299815399703,7.317124052684308,3.70967783827882,0.950500579595177,0.2670961925482335,1489.887916532324,1288.7955281878358,3.8619073740741836,305.43319611366644,99.57295794614545,0,489.6862757071339,1126.3750072260805,72.68020918,763.3669698448479,994.9788300972115,994.978830097232,1020.1615897657771,1.6900000000000013,0.3127747015941037,234.8046875,9.11227806951738,0,0,0.2794744723507834,265.078125,10.192548137034258,1.3122666119777753,385.625,14.3935983995999,475.65770372863676,25.999999999999986,26.0,5.717658010241666,2450.761629243343,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.635362795,0.06049165,0.903427983,,,0.006846721,0.13040042,0.372084982,0.188641795,0.048334153,0.013582178,75.76267875,65.5368773,0.196382858,15.53166306,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,52.67362072301303,1.1946819335392216,17.84228228022485,1.7505215404358363,6.76077300359405,0.13521955481431827,3.1577848848281818,7.348505260476256,3.7255876643588497,0.9545770249280534,0.2682416974021138,1496.2776513459985,1294.3228309887986,3.878470072329192,306.7431182257954,,54.97613358664284,1.246904858072647,18.6222188766241,1.827041785476702,7.056305503452282,0.1411303838042502,3.2958205888122833,7.669729198729385,3.8884436329446386,0.9963042851591323,0.2799673002817431,,55.076915346801165,1.2491906729917424,18.65635696298992,8.716313049871703,0.14138910277125785,3.301862457864116,7.683789278224926,3.8955718933012347,0.9981307013321318,0.2804805338518104
M-136-9,51.852637050389895,1.1992333977871195,16.825854321551546,2.0240000611139566,7.542916209815548,0.18411506695956376,3.8439046815448603,7.890829101385861,3.6994572926200924,0.8318744963050236,0.20083591267090278,1623.1859143177667,1111.1895188914702,3.774293407119692,228.07246427016412,100.16619578901198,0,348.87119681887816,831.273499354911,74.29813675,806.6152264703079,1021.8800486751992,1021.8800486751995,1042.610537160431,1.0800000000000007,0.3140735367758716,203.828125,8.002000500125032,0,0,0.23421607365082853,224.921875,8.752188047011753,1.1660344453451972,321.796875,12.203050762690673,477.71806153640387,36.50000000000003,36.5,5.059267624264345,2462.022502373387,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.600050694,0.06062099,0.850390509,,,0.009305305,0.173918782,0.398808051,0.186973173,0.042043522,0.010150388,82.0369575,56.16029965,0.190755443,11.52694272,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,51.76660313586355,1.1972436292910236,16.797936857852903,2.0206418394657506,7.530401000457073,0.18380958317253054,3.8375268734789354,7.87773663482932,3.693319151715169,0.8304942498338131,0.20050268565049573,1620.4927236498152,1109.345832831724,3.7680310981059777,227.69404635329397,,53.95939665709594,1.2479579492311572,17.509484552324903,2.1062346747283356,7.849382999000539,0.1915956158404132,4.000081562331795,8.211431503884024,3.8497653123115905,0.865673347942236,0.20899582530909364,,54.07346228256386,1.2505960273575925,17.54649812977044,9.76527142402578,0.19200063285527405,4.0085373982676495,8.228789779337506,3.857903392339507,0.8675033085793322,0.20943762490306542
M-134D-2,56.239261205639416,1.0202842279651532,15.982344142823843,1.5376830886185082,7.051576782984376,0.12989763830102197,3.7130985645848775,6.296511426637831,3.8774731273179768,1.1273559215975864,0.29117274701558443,635.4828309167074,1410.3272436459326,2.7258080876477795,131.0880006272278,100.21015676865292,0,624.1831719239145,555.6954000433357,72.75116139,769.8494647142073,978.7202396758979,978.720239675909,1062.1454230757374,5.679999999999923,0.35152730590737624,121.09375,4.901225306326582,0,0,1.284294624009087,211.8359375,8.292073018254564,1.0036544368056983,197.9296875,7.79194798699675,490.749390118595,26.499999999999964,26.5,2.5879733037795987,2449.8269202886113,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.865440802,0.053912037,0.844510484,,,0.006863819,0.098605847,0.332709011,0.20488651,0.059569728,0.01538563,33.57904875,74.5219933,0.144032283,6.926718,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,56.12131845624635,1.0181445283242105,15.94882660419441,1.5344583205956184,7.036788495664945,0.1296252221228494,3.705311601454738,6.28330663245451,3.86934144437034,1.124991675444857,0.29056211107202573,634.1501215129273,1407.3695612529987,2.7200916309717305,130.81308806836822,,57.81967002566552,1.0489557673531558,16.431472333815773,1.5808943233246637,7.249736821078943,0.13354795960451218,3.817442284528833,6.4734529792245095,3.9864360226060302,1.1590363385093012,0.29935514428876403,,57.911361819179916,1.0506192260962304,16.45752974935794,8.686052613598504,0.13375974310190833,3.8234960743472595,6.483718733311877,3.992757806671572,1.1608743656128648,0.29982986872190964
M-134D-7,54.41559282120107,0.8065057899943133,16.313834502896206,1.5633413041018571,7.933587168779024,0.10343140935910859,4.081211700103278,6.802205238429589,4.2463421861453154,0.9067752156046635,0.3065220686532006,1022.5945224540054,1234.5742655032557,2.9240597748754675,307.768475668064,100.65990290650564,0,1661.6408140436588,1347.0105325875156,72.0202271,746.2871279468432,965.2735424769877,965.273542476995,1082.4554023521266,8.289999999999868,0.35608128411063594,186.5234375,7.381845461365342,0,0,1.7510367428511517,407.421875,15.133783445861466,1.3204692932108848,355.546875,13.363340835208803,487.98415869422263,15.500000000000032,15.5,6.264942570054859,2485.1120219225245,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.791822656,0.043654824,0.883040877,,,0.005598571,0.084860458,0.368192118,0.229847479,0.049082243,0.016591533,55.35135,66.82546285,0.158274519,16.6589985,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,54.05885685360044,0.8012185256560475,16.206884799053235,1.5530924021990276,7.881576416925271,0.10275333710104725,4.054456225627365,6.757611563312926,4.218504154617931,0.9008306082382072,0.3045125812786673,1015.890630655392,1226.4806838229777,2.9048903192280804,305.7508171390984,,55.82268773150074,0.8273606614271587,16.735682585520657,1.6037666579023933,8.138736273049341,0.10610597012613969,4.1867449105920445,6.9780987254537505,4.35614539084711,0.9302228842693351,0.31444820931133194,,55.91249550023672,0.8286917226490779,16.76260702023273,9.597296299869155,0.10627667384560999,4.193480562957898,6.989325119273531,4.363153575399656,0.931719430656804,0.3149540948788114
M-134D-9,53.848096868423994,0.7376581152972136,16.083286399774973,1.5673758482538047,7.9524039581252115,0.12713120910943965,4.305537055430837,6.657939541378706,3.8693230491297883,0.8668541533058067,0.27967481881239964,1038.317751713294,1324.9615112918302,3.5236580564594453,275.9600876376794,100.0828630085659,0,1378.3895115472503,1418.5449571497372,72.82778503,735.9058292492189,965.1195252650197,965.1195252650276,1082.8586327719534,8.549999999999862,0.35993717055740754,229.4921875,8.92223055763941,0,0,1.7564317238620695,396.6015625,14.763690922730683,1.9657196895519868,403.28125,14.993748437109277,462.76226400673374,26.500000000000288,26.5,3.2675017143216865,2464.2912536224453,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.763978574,0.040042114,0.873045086,,,0.006901032,0.090697984,0.361411297,0.22037513,0.047055231,0.01518152,56.3627475,71.9225603,0.191273865,14.97987366,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,53.803513658292566,0.7370473756671798,16.069970338876534,1.56607814878323,7.945819812773123,0.12702595158429744,4.3019723117456525,6.652427140107759,3.8661194662253227,0.8661364465878783,0.27944326371684913,1037.4580827333311,1323.8645173234395,3.520740664820772,275.7316081316144,,55.91976709522666,0.7660376578231951,16.70205043269834,1.6276766957836837,8.258352718985066,0.132022262946551,4.471181775427656,6.914087036311152,4.01818553127749,0.9002041887726485,0.29043460474756105,,56.01107447907188,0.7672884658665055,16.72932201498629,9.738888764343104,0.1322378326469478,4.478482448012996,6.9253765539854415,4.024746538730202,0.9016740677380485,0.29090883461859146
M-134D-10,49.545113796141464,1.0679552816239883,17.836632369460837,2.095304761762005,7.7554103894260304,0.17032678921047692,3.7734787827972274,8.736720028711733,3.49184270197294,0.7014915684317101,0.22679205401957384,2059.3122988397877,1026.7791839245122,3.5536054696451096,350.9163372301166,99.29837477520253,0,496.3306737232213,1128.09831530645,73.3852397,803.8418229247319,1023.0734883543565,1023.0734883543563,1042.5752329459845,0.8700000000000006,0.3143584962908947,214.140625,8.372093023255815,0,0,0.18978058118654087,240.625,9.312328082020505,1.0014536428466358,360.8984375,13.543385846461616,479.03631977221164,45.999999999999936,46.0,2.459876671747099,2496.2032050884163,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.482478924,0.053867232,0.899672517,,,0.008591214,0.174162966,0.440676622,0.176127132,0.035382951,0.011439299,103.8708788,51.7903264,0.179242421,17.700078,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,49.895191042456226,1.0755012698261055,17.96266294371932,2.110109824562062,7.810208784366493,0.17153028898617187,3.800141534380446,8.79845218865911,3.516515461484619,0.7064481871126167,0.2283945276375358,2073.8630450919054,1034.0342289075677,3.578714634242473,353.39585166881284,,51.933499868407644,1.1194374425274614,18.696470223555544,2.1963116285690223,8.12926994367043,0.1785376116289694,3.9553841913892387,9.15788487898783,3.6601714802708707,0.7353078736832873,0.2377248573097173,,52.047988340526764,1.1219052654693515,18.737686977969158,10.127892466364058,0.17893120147796843,3.964103917459381,9.178073625178532,3.668240403827573,0.7369288750640622,0.23824892666316141
M-134D-14,48.53758773575848,0.9726484423863425,19.043308612607213,1.8942315406234769,7.097900298478412,0.1394436037841151,4.207225540543016,9.617357847204264,3.056383480646501,0.6024912832170966,0.18492129956708206,2880.083498126576,1047.1008537219504,4.274769499408058,512.0382846008353,100.07219144786897,0,742.8253624415853,1813.2738843438901,76.96615887,773.5966317763601,1015.9700676269778,1015.9700676269779,1042.9649303821234,1.290000000000001,0.31619134808458726,296.640625,11.312828207051762,0,0,0.2833022866222847,322.5,12.233058264566141,1.768439808500532,477.1875,17.524381095273817,471.7083715770343,53.00000000000001,53.0,2.233438491717554,2484.5334151876414,,[],,2.433415681,0.049262121,0.964494195,,,0.007062457,0.187644776,0.487094233,0.154797897,0.030514621,0.009365784,145.86876,53.0329427,0.216505989,25.9334112,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,48.502573026037275,0.9719467799333927,19.029570889858572,1.8928650539348355,7.092779917961476,0.13934301004765748,4.2041904745682555,9.61041994589903,3.0541786248766982,0.6020566498046112,0.18478789850766272,2878.0058240524395,1046.3454817689499,4.271685707647295,511.66890341116743,,50.90278584026378,1.0200448285604207,19.97127391816082,1.9865359393045043,7.443775343264801,0.1462385798581444,4.412240299988666,10.086004057526715,3.2053186204482826,0.6318502049831285,0.19393236764075347,,51.004262637055895,1.022078329872343,20.01108747397351,9.249756883712918,0.1465301124807007,4.421036282466422,10.106110921371101,3.2117085549269557,0.6331098243496468,0.19431897979051382
M-137B-3,52.01196703457057,0.8033051682529,18.114144299762224,1.5706286905694602,7.662021983636193,0.12664045859154982,3.8136183681539326,8.780491718438665,3.7380262738228676,0.6195861251195299,0.2027528896837707,2718.088949113343,1074.1780975920876,3.6961591999655727,398.66771623950456,101.55843568686174,0,1809.1625953160951,2006.7121865984875,73.69334254,678.0747893299118,929.7153051602803,929.7153051602821,1048.8016168132524,7.449999999999886,0.31658108110555966,278.28125,10.662665666416604,0,0,1.7306167032917608,481.40625,17.674418604651162,2.4139746927219083,510.859375,18.67466866716679,468.855103321623,20.500000000000053,20.5,2.264061211845112,2501.1007063329157,,"['Intermediate SiO2 outside VolatileCalc calibration [1]', 'Initial SiO2 outside VolatileCalc calibration [1]']",,2.653303181,0.043123862,0.97242229,,,0.006798445,0.078917998,0.471363467,0.200668605,0.033261265,0.010884391,145.9152713,57.6651432,0.198421053,21.401694,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,51.21383239393395,0.7909782804549645,17.836178922265134,1.5465270609447237,7.544446634901647,0.12469713395549362,3.7550975872773185,8.645753214939058,3.6806654696301537,0.6100784449161062,0.19964160368610337,2676.3792990019174,1057.694607372778,3.6394408548808834,392.55007576990363,,53.37671187209858,0.824383136340591,18.5894423192143,1.6118405023762188,7.863066196023766,0.12996338448608716,3.913684108347545,9.010883519151218,3.8361085489337676,0.6358434792222663,0.20807293380565317,,53.46301755276068,0.825716094951431,18.619499893317645,9.32853519066988,0.13017352441351657,3.9200122083563422,9.025453364467856,3.842311215748516,0.6368715849699627,0.20840937034416623
